inquiry_id,text,label
TR01079,문의드립니다. 프린트가 비뚤게 인쇄돼서 멀쩡한 걸로 교환해 주세요. 빠른 답변 부탁드려요.,교환
TR01080,환불 처리 상태를 어디서 확인할 수 있나요?,환불
TR01081,수고 많으세요. 본인인증이 자꾸 실패하는데 다른 방법으로 인증할 수 있나요?,회원멤버십
TR01082,수고 많으세요. 생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요. 빠른 답변 부탁드려요.,회원멤버십
TR01083,안녕하세요. 받은 색상이 칙칙해서 사진 속 색상 옵션으로 바꾸고 싶어요. 감사합니다.,교환
TR01084,문의드립니다. 선물할 거라 더 큰 사이즈로 교환하고 싶은데 가능할까요? 확인 부탁드립니다.,교환
TR01085,문의드립니다. 방금 주문했는데 아직 발송 전이면 전체 취소하고 싶어요. 확인 부탁드립니다.,취소
TR01086,수고 많으세요. 협업이나 입점 문의는 어디로 연락드리면 되나요? 빠른 답변 부탁드려요.,기타
TR01087,등급은 언제 갱신되나요? 매달 초인가요? 빠른 답변 부탁드려요.,회원멤버십
TR01088,문의드립니다. 두 개 샀는데 그중 하나만 반품하고 싶어요. 부분 반품 되나요?,반품
TR01089,이 모델 무게가 얼마나 나가나요? 들고 다니기 무겁지 않을까요? 빠른 답변 부탁드려요.,상품정보
TR01090,수고 많으세요. 배송 중에 파손돼서 왔어요. 동일 상품으로 교환해 주세요.,교환
TR01091,"취소한 주문 환불이 자동으로 되는 건가요, 따로 신청해야 하나요?",환불
TR01092,문의드립니다. 인덕션에서도 사용 가능한가요? 가스레인지 전용인가요?,상품정보
TR01093,안녕하세요. 사진이랑 실물 품질 차이가 너무 커서 반품 신청합니다. 감사합니다.,반품
TR01094,안녕하세요. 할부로 결제하고 싶은데 몇 개월까지 무이자 되나요? 빠른 답변 부탁드려요.,주문결제
TR01095,문의드립니다. 이 운동화 쿠션감이 좋은 편인가요? 오래 걸어도 편한지요. 감사합니다.,상품정보
TR01096,안녕하세요. 두께가 어느 정도예요? 겨울에 입어도 따뜻할까요? 빠른 답변 부탁드려요.,상품정보
TR01097,문의드립니다. 이사 가서 주소가 바뀌었는데 출고 전에 변경 부탁드려요.,배송문의
TR01098,문의드립니다. 기프트카드 잔액으로 일부 결제하고 나머지는 카드로 할 수 있나요?,주문결제
TR01099,문의드립니다. 받은 지 일주일 됐는데 아직 반품 신청 기간 안 지났죠? 빠른 답변 부탁드려요.,반품
TR01100,문의드립니다. 이번 달에 등급이 올랐는데 추가 할인 혜택은 어떻게 적용돼요? 확인 부탁드립니다.,회원멤버십
TR01101,결제하다가 오류 나서 두 번 눌렀는데 두 번 결제된 것 같아요. 감사합니다.,주문결제
TR01102,안녕하세요. 예전에 팔던 모델인데 재입고 가능성이 있을까요?,재입고
TR01103,수고 많으세요. 다른 색으로 바꾸고 싶은데 그 색이 더 비싸면 차액만 내면 되나요?,교환
TR01104,받자마자 깨져 있어서 반품하려고 하는데 사진 보내드릴까요? 확인 부탁드립니다.,반품
TR01105,안녕하세요. 회원정보에 주소를 여러 개 저장해둘 수 있나요? 감사합니다.,회원멤버십
TR01106,수고 많으세요. 품절 임박이라고 떠 있는데 추가 입고 예정 있나요? 감사합니다.,재입고
TR01107,안녕하세요. 다음 입고 물량은 언제쯤 풀리는지 대략이라도 알 수 있을까요?,재입고
TR01108,수고 많으세요. 유통기한이 임박한 게 와서 반품하고 싶은데 가능할까요? 빠른 답변 부탁드려요.,반품
TR01109,안녕하세요. 부분 반품했는데 그만큼만 환불되는 게 맞나요? 금액이 이상해요.,환불
TR01110,주문 직후인데 결제 취소 처리하면 카드 승인도 같이 취소되나요? 감사합니다.,취소
TR01111,안녕하세요. 인기 상품이라 그런지 늘 없네요. 재입고 주기가 어떻게 되나요? 확인 부탁드립니다.,재입고
TR01112,니트 롱 원피스 언제 받을 수 있어요? 주말 전에 꼭 필요해서요. 확인 부탁드립니다.,배송문의
TR01113,문의드립니다. 받자마자 깨져 있어서 반품하려고 하는데 사진 보내드릴까요?,반품
TR01114,안녕하세요. 택배 박스가 찌그러져서 왔는데 안에 내용물은 괜찮을지 걱정돼요.,배송문의
TR01115,통3중 스테인리스 냄비 세트 품절이던데 재입고 계획 있는지 궁금해요.,재입고
TR01116,방수 되는 제품인가요? 야외에서 써도 괜찮을까요? 빠른 답변 부탁드려요.,상품정보
TR01117,문의드립니다. 엘리베이터 공사 중이라 1층에 두고 가시라고 메모 남길 수 있나요? 빠른 답변 부탁드려요.,배송문의
TR01118,안녕하세요. 선물받은 상품인데 영수증 없이도 반품할 수 있나요? 감사합니다.,반품
TR01119,안녕하세요. 반품 접수만 하면 알아서 회수 기사님이 오시는 거죠?,반품
TR01120,안녕하세요. 이사 가서 주소가 바뀌었는데 출고 전에 변경 부탁드려요. 감사합니다.,배송문의
TR01121,수고 많으세요. 도서산간 지역인데 추가 배송일이 얼마나 더 걸리나요? 빠른 답변 부탁드려요.,배송문의
TR01122,무통장입금 했는데 입금확인이 아직도 안 됐다고 나와요. 감사합니다.,주문결제
TR01123,문의드립니다. 어제 결제했는데 아직 배송 시작도 안 했어요. 송장번호 언제 나오나요? 확인 부탁드립니다.,배송문의
TR01124,문의드립니다. 결제 금액이 장바구니 합계랑 다르게 청구됐어요. 확인 부탁해요. 감사합니다.,주문결제
TR01125,수고 많으세요. 단순 변심 반품인데 반품 배송비가 얼마나 차감되나요? 빠른 답변 부탁드려요.,반품
TR01126,환불 영수증이나 증빙을 받을 수 있을까요? 회사 제출용이에요. 감사합니다.,환불
TR01127,회원 탈퇴하면 적립금은 어떻게 되나요?,회원멤버십
TR01128,이 색상만 계속 품절인데 다시 들어올 예정 있나요? 빠른 답변 부탁드려요.,재입고
TR01129,수고 많으세요. 엘리베이터 공사 중이라 1층에 두고 가시라고 메모 남길 수 있나요? 확인 부탁드립니다.,배송문의
TR01130,구성품 중 하나가 빠져서 왔는데 이 경우도 반품되나요? 감사합니다.,반품
TR01131,단순 변심인데 반품 가능한가요? 배송비는 제가 부담하는 거죠? 빠른 답변 부탁드려요.,반품
TR01132,수고 많으세요. 방금 주문했는데 아직 발송 전이면 전체 취소하고 싶어요.,취소
TR01133,수고 많으세요. 배송지를 잘못 적었는데 출고 전이면 주소 바꿀 수 있나요? 확인 부탁드립니다.,배송문의
TR01134,쿠폰 할인받고 샀는데 환불 금액에 그게 어떻게 반영되나요?,환불
TR01135,수고 많으세요. 건조기에 돌려도 줄어들지 않나요? 확인 부탁드립니다.,상품정보
TR01136,문의드립니다. 결제 수단을 카드에서 계좌이체로 바꾸고 싶은데 가능한가요? 빠른 답변 부탁드려요.,주문결제
TR01137,S로 받았는데 M으로 교환 가능할까요? 추가 비용 있나요? 감사합니다.,교환
TR01138,"수고 많으세요. 재입고되면 따로 연락 주시나요, 아니면 알림이 오나요? 확인 부탁드립니다.",재입고
TR01139,안녕하세요. 구매한 상품으로 콘텐츠 만들어도 저작권 문제 없나요? 빠른 답변 부탁드려요.,기타
TR01140,이 제품 KC 인증 받은 정품 맞나요? 확인 부탁드립니다.,상품정보
TR01141,수고 많으세요. 아이디가 기억이 안 나는데 찾을 수 있을까요?,회원멤버십
TR01142,안녕하세요. 회사 단체주문인데 한 건 잘못 들어가서 그 건만 취소 부탁드려요.,취소
TR01143,배송완료라고 뜨는데 문 앞에 물건이 없어요. 분실된 것 같아요. 감사합니다.,배송문의
TR01144,주문할 때 부재중이라 편의점 픽업으로 바꿀 수 있나요? 빠른 답변 부탁드려요.,배송문의
TR01145,예약구매로 결제했는데 언제 실제로 청구되나요? 확인 부탁드립니다.,주문결제
TR01146,문의드립니다. 탈퇴했다가 다시 가입하면 예전 등급이 유지되나요? 감사합니다.,회원멤버십
TR01147,수고 많으세요. S로 받았는데 M으로 교환 가능할까요? 추가 비용 있나요? 빠른 답변 부탁드려요.,교환
TR01148,장바구니에 잘못 담긴 게 결제돼서 바로 취소하려고요. 빠른 답변 부탁드려요.,취소
TR01149,수고 많으세요. 회사 단체주문인데 한 건 잘못 들어가서 그 건만 취소 부탁드려요.,취소
TR01150,두께가 어느 정도예요? 겨울에 입어도 따뜻할까요? 확인 부탁드립니다.,상품정보
TR01151,쿠폰함에 있던 쿠폰이 사라졌는데 만료된 건가요? 감사합니다.,회원멤버십
TR01152,"안녕하세요. 반품하려는데 회수 기사님이 직접 오시는 건가요, 제가 보내야 하나요? 빠른 답변 부탁드려요.",반품
TR01153,주문한 것과 다른 상품이 와서 반품 신청하고 싶어요.,반품
TR01154,안녕하세요. 재입고됐다고 알림 받고 들어왔는데 벌써 또 품절이네요. 감사합니다.,재입고
TR01155,안녕하세요. 이 신발 발볼 넓은 편인가요? 평소 발볼 넓은데요.,상품정보
TR01156,문의드립니다. 앱에서 다크모드는 어떻게 설정하나요? 빠른 답변 부탁드려요.,기타
TR01157,문의드립니다. 주문한 상품 중에 하나만 빼고 나머지는 취소하고 싶어요. 감사합니다.,취소
TR01158,수고 많으세요. 배송이 너무 오래 걸려서 그냥 주문 자체를 취소하고 싶어요. 확인 부탁드립니다.,취소
TR01159,현금영수증 발급된 건인데 환불하면 그것도 취소되나요? 빠른 답변 부탁드려요.,환불
TR01160,프린트가 비뚤게 인쇄돼서 멀쩡한 걸로 교환해 주세요. 빠른 답변 부탁드려요.,교환
TR01161,안녕하세요. 방수 되는 제품인가요? 야외에서 써도 괜찮을까요?,상품정보
TR01162,안녕하세요. 환불 계좌를 바꾸고 싶은데 어떻게 하나요?,환불
TR01163,수고 많으세요. 오프라인 매장도 있나요? 직접 보고 사고 싶어서요. 감사합니다.,기타
TR01164,문의드립니다. 품절 임박이라고 떠 있는데 추가 입고 예정 있나요?,재입고
TR01165,"취소한 주문 환불이 자동으로 되는 건가요, 따로 신청해야 하나요? 확인 부탁드립니다.",환불
TR01166,법인카드로 결제하면 지출증빙용 영수증도 따로 받을 수 있나요?,주문결제
TR01167,문의드립니다. 받은 색상이 칙칙해서 사진 속 색상 옵션으로 바꾸고 싶어요. 빠른 답변 부탁드려요.,교환
TR01168,문의드립니다. 적립금으로 결제한 부분은 환불도 적립금으로 돌아오나요? 빠른 답변 부탁드려요.,환불
TR01169,안녕하세요. 선물받은 상품인데 영수증 없이도 반품할 수 있나요? 확인 부탁드립니다.,반품
TR01170,문의드립니다. 불량이라 같은 걸로 교환 원해요. 교환 배송비는 안 드는 거죠? 확인 부탁드립니다.,교환
TR01171,주문번호로 실시간 배송 위치 확인할 수 있는 링크 있을까요?,배송문의
TR01172,결제하다가 오류 나서 두 번 눌렀는데 두 번 결제된 것 같아요. 확인 부탁드립니다.,주문결제
TR01173,문의드립니다. 기업 단체복으로 단체 주문하려는데 담당자 연락처 있나요? 감사합니다.,기타
TR01174,안녕하세요. 간편결제로 했는데 승인 문자만 오고 주문은 안 들어갔어요. 확인 부탁드립니다.,주문결제
TR01175,안녕하세요. 주문 두 건인데 같이 묶어서 한 번에 보내주실 수 있어요?,배송문의
TR01176,수고 많으세요. 작동이 안 되는 불량이라 반품하려는데 어떤 증빙이 필요한가요? 확인 부탁드립니다.,반품
TR01177,두 개 샀는데 그중 하나만 반품하고 싶어요. 부분 반품 되나요? 빠른 답변 부탁드려요.,반품
TR01178,수고 많으세요. 해외 배송도 되나요? 외국에 있는 가족에게 보내려고요.,기타
TR01179,문의드립니다. 예전에 팔던 모델인데 재입고 가능성이 있을까요? 감사합니다.,재입고
TR01180,수고 많으세요. 버튼이 하나 빠져 있어서 새것으로 교환 요청드려요. 확인 부탁드립니다.,교환
TR01181,수고 많으세요. 필터는 어디서 따로 구매하나요? 교체 주기는 얼마예요? 빠른 답변 부탁드려요.,상품정보
TR01182,안녕하세요. 아이디가 기억이 안 나는데 찾을 수 있을까요?,회원멤버십
TR01183,수고 많으세요. 택배 박스가 찌그러져서 왔는데 안에 내용물은 괜찮을지 걱정돼요. 빠른 답변 부탁드려요.,배송문의
TR01184,문의드립니다. 예약 주문한 건데 출시 전에 취소도 가능한가요?,취소
TR01185,사이즈별 실측 정보가 어디에 나와 있나요? 빠른 답변 부탁드려요.,상품정보
TR01186,문의드립니다. 주문 직후인데 결제 취소 처리하면 카드 승인도 같이 취소되나요? 확인 부탁드립니다.,취소
TR01187,발송 준비중이라고 떠도 지금 바로 취소 막아주실 수 있나요? 빠른 답변 부탁드려요.,취소
TR01188,앱에서 다크모드는 어떻게 설정하나요? 빠른 답변 부탁드려요.,기타
TR01189,상품 관련 제휴 제안을 드리고 싶은데 메일 주소 알 수 있을까요?,기타
TR01190,첫 구매 할인 코드를 넣었는데 적용이 안 되네요. 만료된 건가요? 감사합니다.,주문결제
TR01191,장바구니에서 결제하려는데 자꾸 오류 페이지로 넘어가요. 감사합니다.,주문결제
TR01192,안녕하세요. 본인인증이 자꾸 실패하는데 다른 방법으로 인증할 수 있나요?,회원멤버십
TR01193,수고 많으세요. 작동이 안 되는 불량이라 반품하려는데 어떤 증빙이 필요한가요? 감사합니다.,반품
TR01194,안녕하세요. 이사 가서 주소가 바뀌었는데 출고 전에 변경 부탁드려요.,배송문의
TR01195,수고 많으세요. 지금 취소 누르면 적립금이랑 쿠폰은 다시 복구되나요? 빠른 답변 부탁드려요.,취소
TR01196,문의드립니다. 배송 출발하면 문자로 알림 받을 수 있나요?,배송문의
TR01197,수고 많으세요. 택은 안 뗐고 한 번도 안 입었어요. 반품 접수해 주세요. 빠른 답변 부탁드려요.,반품
TR01198,안녕하세요. 해외 배송도 되나요? 외국에 있는 가족에게 보내려고요. 확인 부탁드립니다.,기타
TR01199,수고 많으세요. 상품 관련 제휴 제안을 드리고 싶은데 메일 주소 알 수 있을까요?,기타
TR01200,수고 많으세요. 예전에 팔던 모델인데 재입고 가능성이 있을까요?,재입고
TR01201,문의드립니다. 결제 금액이 장바구니 합계랑 다르게 청구됐어요. 확인 부탁해요.,주문결제
TR01202,문의드립니다. 사이즈를 잘못 골라서 일단 취소하고 다시 주문할게요. 빠른 답변 부탁드려요.,취소
TR01203,안녕하세요. 교환 신청하면 회수랑 재배송이 동시에 진행되나요? 감사합니다.,교환
TR01204,두 번에 나눠서 받기로 했는데 나머지 상품은 언제 출발해요?,배송문의
TR01205,문의드립니다. 법인카드로 결제하면 지출증빙용 영수증도 따로 받을 수 있나요? 확인 부탁드립니다.,주문결제
TR01206,문의드립니다. 발송 준비중이라고 떠도 지금 바로 취소 막아주실 수 있나요?,취소
TR01207,결제 취소하고 싶은데 어디서 하면 되나요?,취소
TR01208,지금 취소 누르면 적립금이랑 쿠폰은 다시 복구되나요? 확인 부탁드립니다.,취소
TR01209,문의드립니다. 카드사 사정으로 환불이 늦어진다는데 보통 며칠 더 걸리나요? 빠른 답변 부탁드려요.,환불
TR01210,회사 단체주문인데 한 건 잘못 들어가서 그 건만 취소 부탁드려요. 빠른 답변 부탁드려요.,취소
TR01211,어제 결제했는데 아직 배송 시작도 안 했어요. 송장번호 언제 나오나요? 확인 부탁드립니다.,배송문의
TR01212,도서산간 지역인데 추가 배송일이 얼마나 더 걸리나요?,배송문의
TR01213,수고 많으세요. 부분 반품했는데 그만큼만 환불되는 게 맞나요? 금액이 이상해요. 빠른 답변 부탁드려요.,환불
TR01214,첫 구매 할인 코드를 넣었는데 적용이 안 되네요. 만료된 건가요?,주문결제
TR01215,지금 출고됐나요? 빠른배송으로 받아볼 수 있는지 궁금해요. 감사합니다.,배송문의
TR01216,안녕하세요. 재입고됐다고 알림 받고 들어왔는데 벌써 또 품절이네요.,재입고
TR01217,기프트카드로 산 건데 환불도 기프트카드로만 되나요? 감사합니다.,환불
TR01218,안녕하세요. 이메일 수신 동의를 바꾸고 싶은데 어디서 설정하나요?,회원멤버십
TR01219,"재입고 알림은 앱 푸시로 오나요, 문자로 오나요? 감사합니다.",재입고
TR01220,수고 많으세요. 법인카드로 결제하면 지출증빙용 영수증도 따로 받을 수 있나요?,주문결제
TR01221,공동현관 비밀번호를 배송메모에 적었는데 기사님께 전달되나요?,배송문의
TR01222,안녕하세요. 한 번 신어봤는데 사이즈가 영 아니라 반품하려고요. 감사합니다.,반품
TR01223,수고 많으세요. 기업 단체복으로 단체 주문하려는데 담당자 연락처 있나요? 감사합니다.,기타
TR01224,안녕하세요. 회원 등급별 혜택을 한눈에 볼 수 있는 페이지가 있나요?,회원멤버십
TR01225,안녕하세요. 앱에서 다크모드는 어떻게 설정하나요?,기타
TR01226,할인 적용 전 금액으로 결제됐어요. 차액 어떻게 되나요? 확인 부탁드립니다.,주문결제
TR01227,수고 많으세요. 회원정보에 주소를 여러 개 저장해둘 수 있나요? 감사합니다.,회원멤버십
TR01228,문의드립니다. 주문번호로 실시간 배송 위치 확인할 수 있는 링크 있을까요?,배송문의
TR01229,문의드립니다. 환불은 됐다는데 부분 금액만 들어와서 나머지가 궁금해요. 빠른 답변 부탁드려요.,환불
TR01230,문의드립니다. 할부로 결제하고 싶은데 몇 개월까지 무이자 되나요? 빠른 답변 부탁드려요.,주문결제
TR01231,수고 많으세요. 알러지가 있는데 소재에 라텍스나 금속 성분 들어가나요? 감사합니다.,상품정보
TR01232,수고 많으세요. 반품 말고 그냥 맞는 사이즈로 바꾸기만 하고 싶어요. 빠른 답변 부탁드려요.,교환
TR01233,도서산간 지역인데 추가 배송일이 얼마나 더 걸리나요? 확인 부탁드립니다.,배송문의
TR01234,엘리베이터 공사 중이라 1층에 두고 가시라고 메모 남길 수 있나요?,배송문의
TR01235,안녕하세요. 색상이 화면이랑 너무 달라서 반품할게요.,반품
TR01236,문의드립니다. 보증 기간이 얼마이고 AS는 어디서 받나요? 감사합니다.,상품정보
TR01237,이 모델 무게가 얼마나 나가나요? 들고 다니기 무겁지 않을까요? 확인 부탁드립니다.,상품정보
TR01238,"재입고되면 따로 연락 주시나요, 아니면 알림이 오나요? 확인 부탁드립니다.",재입고
TR01239,수고 많으세요. 적립금으로 결제한 부분은 환불도 적립금으로 돌아오나요? 확인 부탁드립니다.,환불
TR01240,수고 많으세요. 프린트가 비뚤게 인쇄돼서 멀쩡한 걸로 교환해 주세요. 감사합니다.,교환
TR01241,회원 등급별 혜택을 한눈에 볼 수 있는 페이지가 있나요? 확인 부탁드립니다.,회원멤버십
TR01242,안녕하세요. 생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요. 감사합니다.,회원멤버십
TR01243,회원 탈퇴하면 적립금은 어떻게 되나요? 확인 부탁드립니다.,회원멤버십
TR01244,수고 많으세요. 배송 시작 전에 취소 부탁드려요. 급하게 처리해 주세요. 감사합니다.,취소
TR01245,문의드립니다. 방송에 나온 그 상품 어디서 찾는지 검색이 안 돼요.,기타
TR01246,안녕하세요. 두 개 샀는데 그중 하나만 반품하고 싶어요. 부분 반품 되나요? 확인 부탁드립니다.,반품
TR01247,수고 많으세요. 결제일이랑 환불일이 다른 달인데 카드값에 어떻게 반영돼요? 감사합니다.,환불
TR01248,문의드립니다. 키 170인데 이 바지 기장이 어느 정도 올까요?,상품정보
TR01249,안녕하세요. 현관 앞 말고 택배함에 넣어달라고 요청할 수 있나요? 확인 부탁드립니다.,배송문의
TR01250,안녕하세요. 냄새가 너무 심해서 못 쓰겠어요. 반품 처리해 주세요.,반품
TR01251,수고 많으세요. 발송 준비중이라고 떠도 지금 바로 취소 막아주실 수 있나요? 감사합니다.,취소
TR01252,수고 많으세요. 생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요.,회원멤버십
TR01253,문의드립니다. 방금 주문했는데 아직 발송 전이면 전체 취소하고 싶어요. 빠른 답변 부탁드려요.,취소
TR01254,수고 많으세요. 환불 영수증이나 증빙을 받을 수 있을까요? 회사 제출용이에요. 감사합니다.,환불
TR01255,문의드립니다. 결제 취소 요청한 금액이 일부만 환불됐어요. 나머지는요? 감사합니다.,환불
TR01256,안녕하세요. 무통장입금 가상계좌 입금기한이 지났는데 재발급 가능해요? 확인 부탁드립니다.,주문결제
TR01257,문의드립니다. 상품 관련 제휴 제안을 드리고 싶은데 메일 주소 알 수 있을까요?,기타
TR01258,안녕하세요. 세트 구성이 어떻게 되나요? 사진에 나온 거 다 포함인가요? 빠른 답변 부탁드려요.,상품정보
TR01259,문의드립니다. 가지고 있는 쿠폰이 결제창에서 적용이 안 돼요. 왜 그럴까요?,주문결제
TR01260,수고 많으세요. 다른 색으로 바꾸고 싶은데 그 색이 더 비싸면 차액만 내면 되나요? 확인 부탁드립니다.,교환
TR01261,수고 많으세요. 예약구매로 결제했는데 언제 실제로 청구되나요? 확인 부탁드립니다.,주문결제
TR01262,"재입고되면 따로 연락 주시나요, 아니면 알림이 오나요? 감사합니다.",재입고
TR01263,안녕하세요. 가지고 있는 쿠폰이 결제창에서 적용이 안 돼요. 왜 그럴까요? 감사합니다.,주문결제
TR01264,출고 전이라고 안내받았는데 취소 접수 좀 서둘러 주세요. 감사합니다.,취소
TR01265,안녕하세요. 박음질이 터져 있어서 같은 상품으로 교환 요청합니다. 확인 부탁드립니다.,교환
TR01266,기프트카드 잔액으로 일부 결제하고 나머지는 카드로 할 수 있나요? 확인 부탁드립니다.,주문결제
TR01267,수고 많으세요. 사이즈 하나만 품절인데 그것만 재입고 되나요? 빠른 답변 부탁드려요.,재입고
TR01268,수고 많으세요. 방수 되는 제품인가요? 야외에서 써도 괜찮을까요? 감사합니다.,상품정보
TR01269,재입고됐다고 알림 받고 들어왔는데 벌써 또 품절이네요. 확인 부탁드립니다.,재입고
TR01270,수고 많으세요. 가지고 있는 쿠폰이 결제창에서 적용이 안 돼요. 왜 그럴까요? 확인 부탁드립니다.,주문결제
TR01271,수고 많으세요. 예약 주문한 건데 출시 전에 취소도 가능한가요? 감사합니다.,취소
TR01272,문의드립니다. 이 운동화 쿠션감이 좋은 편인가요? 오래 걸어도 편한지요. 빠른 답변 부탁드려요.,상품정보
TR01273,문의드립니다. 옵션을 잘못 선택해서 다른 사이즈로 바꿔주실 수 있나요? 확인 부탁드립니다.,교환
TR01274,수고 많으세요. 탈퇴했다가 다시 가입하면 예전 등급이 유지되나요?,회원멤버십
TR01275,문의드립니다. 광고 문자 수신 거부하고 싶은데 어떻게 하나요? 확인 부탁드립니다.,기타
TR01276,안녕하세요. 예약구매로 결제했는데 언제 실제로 청구되나요? 빠른 답변 부탁드려요.,주문결제
TR01277,수고 많으세요. 버튼이 하나 빠져 있어서 새것으로 교환 요청드려요.,교환
TR01278,회사로 배송지 바꾸고 싶은데 이미 상품 준비중이면 안 되나요? 확인 부탁드립니다.,배송문의
TR01279,결제만 하고 아직 아무 진행 없으면 위약금 없이 취소되죠? 빠른 답변 부탁드려요.,취소
TR01280,안녕하세요. 프린트가 비뚤게 인쇄돼서 멀쩡한 걸로 교환해 주세요. 빠른 답변 부탁드려요.,교환
TR01281,안녕하세요. 오늘 도착 예정이라고 떴는데 아직도 안 왔어요. 몇 시쯤 와요?,배송문의
TR01282,문의드립니다. 오늘 도착 예정이라고 떴는데 아직도 안 왔어요. 몇 시쯤 와요? 빠른 답변 부탁드려요.,배송문의
TR01283,수고 많으세요. 주문 두 건인데 같이 묶어서 한 번에 보내주실 수 있어요? 감사합니다.,배송문의
TR01284,안녕하세요. 재입고 알림 여러 상품 걸어놨는데 한꺼번에 관리할 수 있나요?,재입고
TR01285,"수고 많으세요. 세탁기로 돌려도 되나요, 손세탁만 해야 하나요? 확인 부탁드립니다.",상품정보
TR01286,문의드립니다. S로 받았는데 M으로 교환 가능할까요? 추가 비용 있나요? 확인 부탁드립니다.,교환
TR01287,수고 많으세요. 회원정보에 주소를 여러 개 저장해둘 수 있나요? 빠른 답변 부탁드려요.,회원멤버십
TR01288,선물할 거라 더 큰 사이즈로 교환하고 싶은데 가능할까요? 빠른 답변 부탁드려요.,교환
TR01289,수고 많으세요. 지퍼가 고장 나서 같은 모델 정상품으로 교환 부탁드려요.,교환
TR01290,세금계산서 발행되나요? 결제할 때 사업자 정보 넣는 데가 없어요.,주문결제
TR01291,오늘 도착 예정이라고 떴는데 아직도 안 왔어요. 몇 시쯤 와요? 빠른 답변 부탁드려요.,배송문의
TR01292,적립금하고 쿠폰을 같은 주문에 둘 다 쓸 수 있나요? 확인 부탁드립니다.,회원멤버십
TR01293,수고 많으세요. 취소 처리는 됐다는데 결제 금액 환불은 언제 들어오나요?,환불
TR01294,수고 많으세요. 배송 출발하면 문자로 알림 받을 수 있나요?,배송문의
TR01295,문의드립니다. 배송 출발하면 문자로 알림 받을 수 있나요? 감사합니다.,배송문의
TR01296,수고 많으세요. 제주도인데 배송 며칠 걸려요? 도착 예정일 알려주세요. 확인 부탁드립니다.,배송문의
TR01297,문의드립니다. 개인정보 처리방침은 어디서 확인할 수 있나요? 감사합니다.,기타
TR01298,회사로 배송지 바꾸고 싶은데 이미 상품 준비중이면 안 되나요? 빠른 답변 부탁드려요.,배송문의
TR01299,수고 많으세요. 지금 취소 누르면 적립금이랑 쿠폰은 다시 복구되나요?,취소
TR01300,개인정보 처리방침은 어디서 확인할 수 있나요?,기타
TR01301,수고 많으세요. 신발 좌우 사이즈가 달라서 정상 제품으로 교환하고 싶어요. 감사합니다.,교환
TR01302,문의드립니다. 색은 마음에 드는데 기장이 길어서 짧은 옵션으로 교환되나요?,교환
TR01303,두 번에 나눠서 받기로 했는데 나머지 상품은 언제 출발해요? 빠른 답변 부탁드려요.,배송문의
TR01304,본인인증이 자꾸 실패하는데 다른 방법으로 인증할 수 있나요? 감사합니다.,회원멤버십
TR01305,수고 많으세요. 두 개 샀는데 그중 하나만 반품하고 싶어요. 부분 반품 되나요?,반품
TR01306,안녕하세요. 단순 변심 반품인데 반품 배송비가 얼마나 차감되나요? 확인 부탁드립니다.,반품
TR01307,생일 쿠폰 발급된다고 했는데 아직 안 들어왔어요. 확인 부탁드립니다.,회원멤버십
TR01308,"문의드립니다. 반품하려는데 회수 기사님이 직접 오시는 건가요, 제가 보내야 하나요?",반품
TR01309,문의드립니다. 예약 주문한 건데 출시 전에 취소도 가능한가요? 감사합니다.,취소
TR01310,안녕하세요. 건조기에 돌려도 줄어들지 않나요? 빠른 답변 부탁드려요.,상품정보
TR01311,문의드립니다. 재입고 알림 신청했는데 알림이 안 와요. 확인 부탁드려요.,재입고
TR01312,문의드립니다. 사이즈별 실측 정보가 어디에 나와 있나요? 빠른 답변 부탁드려요.,상품정보
TR01313,안녕하세요. 은행 점검 시간이라 입금이 안 됐는데 주문이 취소될까 봐 걱정돼요.,주문결제
TR01314,수고 많으세요. 결제는 됐는데 재고가 없다고 다시 연락이 왔어요. 어떻게 되나요? 감사합니다.,주문결제
TR01315,문의드립니다. 다른 색으로 바꾸고 싶은데 그 색이 더 비싸면 차액만 내면 되나요? 빠른 답변 부탁드려요.,교환
TR01316,구매한 상품으로 콘텐츠 만들어도 저작권 문제 없나요? 확인 부탁드립니다.,기타
TR01317,문의드립니다. 지퍼가 고장 나서 같은 모델 정상품으로 교환 부탁드려요. 빠른 답변 부탁드려요.,교환
TR01318,안녕하세요. 인플루언서 협찬 문의는 어느 부서로 해야 하나요?,기타
TR01319,안녕하세요. 옵션을 잘못 선택해서 다른 사이즈로 바꿔주실 수 있나요? 확인 부탁드립니다.,교환
TR01320,문의드립니다. 배송이 너무 오래 걸려서 그냥 주문 자체를 취소하고 싶어요.,취소
TR01321,수고 많으세요. 반품한 상품 회수된 지 일주일 넘었는데 환불이 아직 안 됐어요. 감사합니다.,환불
TR01322,세금계산서 발행되나요? 결제할 때 사업자 정보 넣는 데가 없어요. 빠른 답변 부탁드려요.,주문결제
TR01323,앱에서 다크모드는 어떻게 설정하나요?,기타
TR01324,문의드립니다. 재입고됐다고 알림 받고 들어왔는데 벌써 또 품절이네요.,재입고
TR01325,이 색상은 시즌 한정이라 재입고가 아예 안 되는 건가요?,재입고
TR01326,문의드립니다. 반품 접수만 하면 알아서 회수 기사님이 오시는 거죠? 확인 부탁드립니다.,반품
